bedroom_count,bathroom_count,lot_area,floor_count,has_waterfront,house_condition,house_grade,house_area,basement_area,build_year,latitude,longitude,living_area_renov,schools_nearby,airport_distance,price,house_age
2.0,1.5811388300841898,63.245553203367585,1.224744871391589,0.0,2.23606797749979,2.8284271247461903,43.70354676682432,31.78049716414141,43.69210454990696,7.272399878994554,10.699065379742288,49.69909455915671,1.4142135623730951,7.14142842854285,1064.189832689638,10.723805294763608
2.23606797749979,1.6583123951777,97.36529155710468,1.224744871391589,0.0,1.7320508075688772,2.8284271247461903,53.94441583704471,0.0,44.034077712607996,7.272221118750447,10.698971913226055,54.22176684690383,1.0,7.280109889280518,1064.189832689638,9.219544457292887
2.0,1.5811388300841898,139.58599499949844,1.4142135623730951,0.0,1.7320508075688772,3.0,57.532599454570104,0.0,44.73253849269008,7.276894942212647,10.69209988729997,57.879184513951124,1.7320508075688772,8.717797887081348,915.4233993076647,4.795831523312719
1.7320508075688772,1.4142135623730951,67.08203932499369,1.224744871391589,0.0,2.0,2.8284271247461903,43.3589667773576,28.809720581775867,43.9203825119955,7.273561713493603,10.6997663525892,45.387222871640866,1.0,7.14142842854285,897.217922246318,9.746794344808963
1.7320508075688772,1.5811388300841898,68.92024376045111,1.0,0.0,2.0,3.0,41.23105625617661,30.0,44.170125650715555,7.274152871640793,10.70467187726929,48.78524367060187,1.0,8.18535277187245,888.8194417315589,8.54400374531753
2.23606797749979,1.8027756377319946,109.52168735004041,1.4142135623730951,0.0,1.7320508075688772,3.082207001484488,60.4979338490167,0.0,44.78839135311738,7.263862608832851,10.679419459877021,57.619441163551734,1.7320508075688772,8.48528137423857,886.0022573334675,4.242640687119285
1.7320508075688772,1.3228756555322954,102.84940447080868,1.4142135623730951,0.0,2.23606797749979,2.8284271247461903,39.370039370059054,26.267851073127396,43.8520238985614,7.2749845360660395,10.699626161693688,39.6232255123179,1.7320508075688772,8.426149773176359,866.0254037844386,10.04987562112089
1.7320508075688772,1.5811388300841898,80.93207028119323,1.0,0.0,2.0,2.8284271247461903,37.94733192202055,30.822070014844883,44.21538193886829,7.2664571835248575,10.705045539370676,44.83302354291979,1.0,8.54400374531753,866.0254037844386,8.306623862918075
2.0,1.5,106.06601717798213,1.224744871391589,0.0,2.23606797749979,2.6457513110645907,36.05551275463989,30.0,43.81780460041329,7.274235355004675,10.69537283127615,48.16637831516918,1.4142135623730951,7.280109889280518,835.4639429682169,10.198039027185569
2.23606797749979,1.5811388300841898,139.58599499949844,1.4142135623730951,0.0,1.7320508075688772,2.8284271247461903,53.103672189407014,0.0,44.48595283907045,7.267007637260332,10.68714180686305,53.103672189407014,1.4142135623730951,7.14142842854285,821.5838362577492,6.708203932499369
